"Temperature (degF)","Electrical Resistivity"
-100,0.670714795589447
70,1.0271999835968
214.00114440918,1.49849998950958
327.717712402344,1.86600005626678
418.895843505859,2.12409996986389
530.5634765625,2.36540007591248
619.692687988281,2.67479991912842
800,3.03620004653931
