"Battery Charge (%)","Cell Voltage (V)"
0,3.10999989509583
0.153594106435776,3.11999988555908
1.30043005943298,3.32999992370605
2.48822450637817,3.45000004768372
3.67601895332336,3.53999996185303
6.05160760879517,3.64000010490417
7.23940229415894,3.67000007629395
40.518123626709,3.78999996185303
61.9189033508301,3.88000011444092
89.2791366577148,4.09000015258789
100,4.19999980926514
