"Battery Charge (%)","Cell Voltage (V)"
0,3.05999803543091
0.279970645904541,3.14999389648438
1.02737045288086,3.30000305175781
1.77233576774597,3.39999389648438
4.0218391418457,3.55999803543091
6.26160430908203,3.64999389648438
8.51110744476318,3.69000196456909
13.7429065704346,3.69999694824219
57.9831390380859,3.8699951171875
79.7697219848633,4.02000379562378
100.000640869141,4.19999694824219
