"Temperature (degF)","Electrical Resistivity"
-100,0.670700013637543
70,1.01276588439941
214.00114440918,1.39893615245819
327.717712402344,1.71489357948303
418.895843505859,1.89042544364929
530.5634765625,2.13617014884949
619.692687988281,2.34680843353271
800,3.0361909866333
