"Temperature (degF)","Electrical Resistivity"
-100,0.670700013637543
70,1.01276588439941
214.00114440918,1.36382973194122
327.717712402344,1.6446807384491
418.895843505859,1.82021272182465
530.5634765625,2.06595730781555
619.692687988281,2.27659559249878
800,3.0361909866333
